x_um,depth_um,optical_generation_cm^-3_s^-1
-85.0,42.1,130461965.81196581
-85.0,42.3,128227403.84615384
-85.0,42.5,230769978.63247862
-85.0,42.7,74207719.01709402
-85.0,42.9,108351148.5042735
-85.0,43.1,48996287.39316239
-85.0,43.3,47819209.4017094
-85.0,43.5,55244764.95726495
-85.0,43.7,106543269.23076922
-85.0,43.9,179609294.87179488
-85.0,44.1,63992414.52991453
-85.0,44.3,47281410.256410256
-85.0,44.5,48372542.735042736
-85.0,44.7,58975267.094017096
-85.0,44.9,56763835.47008547
-85.0,45.1,84264770.29914531
-85.0,45.3,89120165.59829059
-85.0,45.5,101669471.15384614
-85.0,45.7,85103712.60683762
-85.0,45.9,116441079.05982906
-85.0,46.1,68265598.29059829
-85.0,46.3,113470000.0
-85.0,46.5,123432158.11965811
-85.0,46.7,129855368.5897436
-85.0,46.9,122677884.61538461
-85.0,47.1,115208867.5213675
-85.0,47.3,108619738.24786328
-85.0,47.5,139117521.36752138
-85.0,47.7,173317574.78632477
-85.0,47.9,82512286.32478634
-85.0,48.1,70635202.99145299
-85.0,48.3,164717681.62393162
-85.0,48.5,147111565.17094016
-85.0,48.7,103405502.13675214
-85.0,48.9,107617521.36752135
-85.0,49.1,145063808.76068375
-85.0,49.3,109196794.87179486
-85.0,49.5,98370726.4957265
-85.0,49.7,114032318.37606838
